symbol,exit_reason,trades,total_pnl,avg_pnl,win_rate
IWM,EOD,1,251.7900000000095,251.7900000000095,100.0
IWM,SIGNAL,11,4476.13000000007,406.9209090909155,90.9090909090909
IWM,STOP,1,-754.775357142877,-754.775357142877,0.0
SPY,EOD,1,322.910000000006,322.910000000006,100.0
SPY,MAX_HOLD,1,1001.70000000002,1001.70000000002,100.0
SPY,SIGNAL,7,5389.660000000036,769.9514285714338,100.0
SPY,STOP,2,-1515.758214285745,-757.8791071428725,0.0
